seed,round,agent_name,agent_role,agent_action,decision_source,decision_reason,decision_trace,strategy_state,strategy_update_reason,strategy_update_trace,forecast_demand,forecast_error_abs,forecast_error_sq,demand_true,demand_obs,trend_component,season_component,shock_component,noise_component,market_avg_price,market_total_sales,inventory_start,reputation_start,rep_delivery_start,rep_pricing_start,rep_cooperation_start,price,quantity,available_supply,attractiveness,demand_share,allocated_demand,shortage_pre_transfer,surplus_pre_transfer,transfer_in,transfer_out,transfer_cost,transfer_revenue,transfer_attempts,transfer_accepts,coop_probability,coop_accept_rate,segment_demand,segment_allocations,reallocated_in,reallocated_out,realized_sales,shortage_post_transfer,backlog_start,new_contract_demand,delivered_backlog,backlog_end,late_units,sla_queue_penalty,inventory_end,obsolescence_units,revenue,prod_cost,holding_cost,obsolescence_cost,sla_penalty,price_pressure_cost,menu_cost,profit,cum_profit,service_rate,help_ratio,dump_flag,default_flag,rep_delivery_end,rep_pricing_end,rep_cooperation_end,reputation_end
7,0,Hyperscaler,hyperscaler,forecast=190;price=4.60;quantity=80,llm-context,"forecast 184.0 + 6.0; price 4.60 + 0.00; quantity target 80.0; risk gate none; final forecast=190, price=4.60, quantity=80","{""source"":""llm-context"",""summary"":""forecast 184.0 + 6.0; price 4.60 + 0.00; quantity target 80.0; risk gate none; final forecast=190, price=4.60, quantity=80"",""forecast_base"":184.0,""forecast_adjustment"":6.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":80.0,""risk_gate_adjustment"":""none"",""final_forecast"":190,""final_price"":4.6,""final_quantity"":80,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":0,\""observed_demand\"":184,\""observed_demand_history\"":[],\""price_history\"":[],\""reputation_history\"":[],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""SpotBroker\"",0.0]],\""own_inventory""}",,,,190,9.0,81.0,181,184,180.0,2.9552020666133956,0.0,-1.791162019133203,5.266666666666667,181.0,30.0,0.0,0.65,0.65,0.65,4.6,80,110.0,-3.17,0.5580110497237569,101.0,0.0,9.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":81.45,""enterprise_sla"":63.349999999999994,""spot_workload"":36.2}","{""training_burst"":43.70914090609788,""enterprise_sla"":22.287206726925703,""spot_workload"":15.615481256812476}",19.38817111016394,0.0,101.0,0.0,0.0,21.86709319864469,0.0,0.0,0.0,0.0,7.65,1.3499999999999999,464.59999999999997,288.0,0.7650000000000001,0.33749999999999997,0.0,0.0,0.0,175.49749999999997,175.49749999999997,1.0,0.0,0,0,0.7375,0.7375,0.65,0.0
7,0,PremiumCloud,premium,forecast=180;price=6.20;quantity=0,llm-context,"forecast 184.0 + -4.0; price 6.20 + 0.00; quantity target 30.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=180, price=6.20, quantity=0","{""source"":""llm-context"",""summary"":""forecast 184.0 + -4.0; price 6.20 + 0.00; quantity target 30.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=180, price=6.20, quantity=0"",""forecast_base"":184.0,""forecast_adjustment"":-4.0,""price_base"":6.2,""price_adjustment"":0.0,""quantity_target"":30.0,""risk_gate_adjustment"":""sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity"",""final_forecast"":180,""final_price"":6.2,""final_quantity"":0,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""PremiumCloud\"",\""agent_role\"":\""premium\"",\""agent_persona\"":\""SLA-first premium operator that protects brand, uptime, and disciplined monetization.\"",\""stage_styles\"":{\""forecaster\"":\""signal_smoother\"",\""pricer\"":\""premium_keeper\"",\""allocator\"":\""buffered_allocator\"",\""risk_gate\"":\""sla_guard\""},\""round_index\"":0,\""observed_demand\"":184,\""observed_demand_history\"":[],\""price_history\"":[],\""reputation_history\"":[],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""SpotBroker\"",0.0]],\""own_inventory\"":35.0,\""""}",,,,180,1.0,1.0,181,184,180.0,2.9552020666133956,0.0,-1.791162019133203,5.266666666666667,181.0,35.0,0.0,0.85,0.85,0.85,6.2,0,35.0,-4.04,0.19337016574585636,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":81.45,""enterprise_sla"":63.349999999999994,""spot_workload"":36.2}","{""training_burst"":12.522878536234987,""enterprise_sla"":24.38608845622387,""spot_workload"":2.8455683251450803}",0.0,4.754535317603938,35.0,0.0,0.0,19.684132612048653,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.015999999999999997,216.984,216.984,1.0,0.0,0,0,0.8875,0.8875,0.85,0.0
7,0,SpotBroker,spot,forecast=180;price=5.00;quantity=30,llm-context,"forecast 184.0 + -4.0; price 5.00 + -0.20; quantity target 30.0; risk gate low reputation fallback lifted price; final forecast=180, price=5.00, quantity=30","{""source"":""llm-context"",""summary"":""forecast 184.0 + -4.0; price 5.00 + -0.20; quantity target 30.0; risk gate low reputation fallback lifted price; final forecast=180, price=5.00, quantity=30"",""forecast_base"":184.0,""forecast_adjustment"":-4.0,""price_base"":5.0,""price_adjustment"":-0.20000000000000018,""quantity_target"":30.0,""risk_gate_adjustment"":""low reputation fallback lifted price"",""final_forecast"":180,""final_price"":5.0,""final_quantity"":30,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""SpotBroker\"",\""agent_role\"":\""spot\"",\""agent_persona\"":\""Fast-moving spot broker that hunts volatility and preserves light, flexible inventory.\"",\""stage_styles\"":{\""forecaster\"":\""volatility_reader\"",\""pricer\"":\""spread_hunter\"",\""allocator\"":\""inventory_light\"",\""risk_gate\"":\""inventory_guard\""},\""round_index\"":0,\""observed_demand\"":184,\""observed_demand_history\"":[],\""price_history\"":[],\""reputation_history\"":[],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""SpotBroker\"",0.0]],\""own_inventory\"":15.0,\""""}",,,,180,1.0,1.0,181,184,180.0,2.9552020666133956,0.0,-1.791162019133203,5.266666666666667,181.0,15.0,0.0,0.55,0.55,0.55,5.0,30,45.0,-3.4,0.24861878453038674,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":81.45,""enterprise_sla"":63.349999999999994,""spot_workload"":36.2}","{""training_burst"":25.21798055766714,""enterprise_sla"":16.676704816850418,""spot_workload"":17.738950418042442}",0.0,14.63363579256,45.0,0.0,0.0,15.91627418930665,0.0,0.0,0.0,0.0,0.0,0.0,225.0,111.6,0.0,0.0,0.0,0.0,0.0029999999999999892,113.397,113.397,1.0,0.0,0,0,0.6625000000000001,0.6625000000000001,0.55,0.0
7,1,Hyperscaler,hyperscaler,forecast=205;price=4.60;quantity=110,llm-context,"forecast 184.0 + 21.0; price 4.60 + 0.00; quantity target 110.0; risk gate none; final forecast=205, price=4.60, quantity=110","{""source"":""llm-context"",""summary"":""forecast 184.0 + 21.0; price 4.60 + 0.00; quantity target 110.0; risk gate none; final forecast=205, price=4.60, quantity=110"",""forecast_base"":184.0,""forecast_adjustment"":21.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":110.0,""risk_gate_adjustment"":""none"",""final_forecast"":205,""final_price"":4.6,""final_quantity"":110,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":1,\""observed_demand\"":195,\""observed_demand_history\"":[184],\""price_history\"":[[4.6,6.2,5.0]],\""reputation_history\"":[[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""Spo""}",,,,205,8.0,64.0,197,195,180.6,18.94984674310608,0.0,-2.3886960620916744,5.3999999999999995,197.0,7.650000000000006,0.0,0.7375,0.7375,0.65,4.6,110,117.65,-3.17,0.5939086294416244,117.0,0.0,0.6500000000000057,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":88.65,""enterprise_sla"":68.94999999999999,""spot_workload"":39.400000000000006}","{""training_burst"":51.72354253813688,""enterprise_sla"":25.12129469719652,""spot_workload"":20.743872591079818}",19.411290173586778,0.0,117.0,0.0,0.0,25.050518906265072,0.0,0.0,0.0,0.0,0.5525000000000049,0.09750000000000085,538.1999999999999,420.75,0.05525000000000049,0.024375000000000212,0.0,0.0,0.0,117.37037499999992,292.8678749999999,1.0,0.0,1,0,0.8031250000000001,0.5531250000000001,0.65,0.0
7,1,PremiumCloud,premium,forecast=190;price=6.20;quantity=30,llm-context,"forecast 184.0 + 6.0; price 6.20 + 0.00; quantity target 40.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=190, price=6.20, quantity=30","{""source"":""llm-context"",""summary"":""forecast 184.0 + 6.0; price 6.20 + 0.00; quantity target 40.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=190, price=6.20, quantity=30"",""forecast_base"":184.0,""forecast_adjustment"":6.0,""price_base"":6.2,""price_adjustment"":0.0,""quantity_target"":40.0,""risk_gate_adjustment"":""sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity"",""final_forecast"":190,""final_price"":6.2,""final_quantity"":30,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""PremiumCloud\"",\""agent_role\"":\""premium\"",\""agent_persona\"":\""SLA-first premium operator that protects brand, uptime, and disciplined monetization.\"",\""stage_styles\"":{\""forecaster\"":\""signal_smoother\"",\""pricer\"":\""premium_keeper\"",\""allocator\"":\""buffered_allocator\"",\""risk_gate\"":\""sla_guard\""},\""round_index\"":1,\""observed_demand\"":195,\""observed_demand_history\"":[184],\""price_history\"":[[4.6,6.2,5.0]],\""reputation_history\"":[[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""SpotBroker\""""}",,,,190,7.0,49.0,197,195,180.6,18.94984674310608,0.0,-2.3886960620916744,5.3999999999999995,197.0,0.0,0.0,0.8875,0.8875,0.85,6.2,30,30.0,-4.04,0.15228426395939088,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":88.65,""enterprise_sla"":68.94999999999999,""spot_workload"":39.400000000000006}","{""training_burst"":14.819043047778298,""enterprise_sla"":27.487074631052504,""spot_workload"":3.780101670595012}",0.0,16.08621934942581,30.0,0.0,0.0,22.28621536159696,0.0,0.0,0.0,0.0,0.0,0.0,186.0,106.5,0.0,0.0,0.0,0.0,0.0,79.5,296.48400000000004,1.0,0.0,0,0,0.9156249999999999,0.9156249999999999,0.85,0.0
7,1,SpotBroker,spot,forecast=195;price=5.40;quantity=50,llm-context,"forecast 184.0 + 11.0; price 5.00 + 0.40; quantity target 50.0; risk gate none; final forecast=195, price=5.40, quantity=50","{""source"":""llm-context"",""summary"":""forecast 184.0 + 11.0; price 5.00 + 0.40; quantity target 50.0; risk gate none; final forecast=195, price=5.40, quantity=50"",""forecast_base"":184.0,""forecast_adjustment"":11.0,""price_base"":5.0,""price_adjustment"":0.40000000000000036,""quantity_target"":50.0,""risk_gate_adjustment"":""none"",""final_forecast"":195,""final_price"":5.4,""final_quantity"":50,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""SpotBroker\"",\""agent_role\"":\""spot\"",\""agent_persona\"":\""Fast-moving spot broker that hunts volatility and preserves light, flexible inventory.\"",\""stage_styles\"":{\""forecaster\"":\""volatility_reader\"",\""pricer\"":\""spread_hunter\"",\""allocator\"":\""inventory_light\"",\""risk_gate\"":\""inventory_guard\""},\""round_index\"":1,\""observed_demand\"":195,\""observed_demand_history\"":[184],\""price_history\"":[[4.6,6.2,5.0]],\""reputation_history\"":[[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""PremiumCloud\"",0.0],[\""SpotBroker\""""}",,,,195,2.0,4.0,197,195,180.6,18.94984674310608,0.0,-2.3886960620916744,5.3999999999999995,197.0,0.0,0.0,0.6625000000000001,0.6625000000000001,0.55,5.4,50,50.0,-3.6799999999999997,0.25380710659898476,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":88.65,""enterprise_sla"":68.94999999999999,""spot_workload"":39.400000000000006}","{""training_burst"":22.107414414084825,""enterprise_sla"":16.341630671750963,""spot_workload"":14.876025738325179}",0.0,3.325070824160967,50.0,0.0,0.0,15.210765732137963,0.0,0.0,0.0,0.0,0.0,0.0,270.0,190.0,0.0,0.0,0.0,0.0,0.01200000000000001,79.988,193.385,1.0,0.0,0,0,0.7468750000000001,0.7468750000000001,0.55,0.0
7,2,Hyperscaler,hyperscaler,forecast=210;price=4.60;quantity=120,llm-context,"forecast 198.0 + 12.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=210, price=4.60, quantity=120","{""source"":""llm-context"",""summary"":""forecast 198.0 + 12.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=210, price=4.60, quantity=120"",""forecast_base"":198.0,""forecast_adjustment"":12.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":120.0,""risk_gate_adjustment"":""none"",""final_forecast"":210,""final_price"":4.6,""final_quantity"":120,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":2,\""observed_demand\"":197,\""observed_demand_history\"":[184,195],\""price_history\"":[[4.6,6.2,5.0],[4.6,6.2,5.4]],\""reputation_history\"":[[0.0,0.0,0.0],[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\""""}",,,,210,12.0,144.0,198,197,181.2,24.134117409591216,0.0,-7.585040560200625,5.533333333333334,198.0,0.5525000000000091,0.0,0.8031250000000001,0.5531250000000001,0.65,4.6,120,120.55250000000001,-3.17,0.5413503300917354,107.18736535816362,0.0,13.365134641836391,0.0,1.1055590936651285,0.0,5.339850422402571,1,1,0.38150069261611774,1.0,"{""training_burst"":89.10000000000001,""enterprise_sla"":69.3,""spot_workload"":39.6}","{""training_burst"":54.340437712019025,""enterprise_sla"":26.63603566920658,""spot_workload"":21.613763992416654}",4.59712798452136,0.0,107.18736535816362,0.0,0.0,26.491758722727674,0.0,0.0,0.0,0.0,10.420639215945567,1.8389363322256882,493.0618806475526,468.0,1.0420639215945566,0.45973408305642205,0.0,0.0,0.0,28.899933065304154,321.76780806530405,1.0,0.08271963757135954,1,0,0.8523437500000001,0.41484375000000007,0.7375,0.0
7,2,PremiumCloud,premium,forecast=196;price=6.60;quantity=40,llm-context,"forecast 193.0 + 3.0; price 6.60 + -0.40; quantity target 40.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; low reputation fallback lifted price; final forecast=196, price=6.60, quantity=40","{""source"":""llm-context"",""summary"":""forecast 193.0 + 3.0; price 6.60 + -0.40; quantity target 40.0; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; low reputation fallback lifted price; final forecast=196, price=6.60, quantity=40"",""forecast_base"":193.0,""forecast_adjustment"":3.0,""price_base"":6.6,""price_adjustment"":-0.39999999999999947,""quantity_target"":40.0,""risk_gate_adjustment"":""sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; low reputation fallback lifted price"",""final_forecast"":196,""final_price"":6.6,""final_quantity"":40,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""PremiumCloud\"",\""agent_role\"":\""premium\"",\""agent_persona\"":\""SLA-first premium operator that protects brand, uptime, and disciplined monetization.\"",\""stage_styles\"":{\""forecaster\"":\""signal_smoother\"",\""pricer\"":\""premium_keeper\"",\""allocator\"":\""buffered_allocator\"",\""risk_gate\"":\""sla_guard\""},\""round_index\"":2,\""observed_demand\"":197,\""observed_demand_history\"":[184,195],\""price_history\"":[[4.6,6.2,5.0],[4.6,6.2,5.4]],\""reputation_history\"":[[0.0,0.0,0.0],[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""""}",,,,196,2.0,4.0,198,197,181.2,24.134117409591216,0.0,-7.585040560200625,5.533333333333334,198.0,0.0,0.0,0.9156249999999999,0.9156249999999999,0.85,6.6,40,40.0,-4.319999999999999,0.2005407855968246,39.70707554817127,0.0,0.29292445182873195,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":89.10000000000001,""enterprise_sla"":69.3,""spot_workload"":39.6}","{""training_burst"":11.533647801234379,""enterprise_sla"":25.336980880599874,""spot_workload"":2.486386206561257}",0.350060659775759,0.0,39.70707554817127,0.0,0.0,20.28041975090141,0.0,0.0,0.0,0.0,0.26363200664585873,0.029292445182873196,262.06669861793034,144.0,0.0210905605316687,0.00585848903657464,0.0,0.0,0.00799999999999999,118.0317495683621,414.51574956836214,1.0,0.0,0,0,0.9367187499999999,0.9367187499999999,0.85,0.0
7,2,SpotBroker,spot,forecast=200;price=5.40;quantity=50,llm-context,"forecast 200.0 + 0.0; price 5.40 + -0.20; quantity target 50.0; risk gate inventory_guard lifted price under volatility; low reputation fallback lifted price; final forecast=200, price=5.40, quantity=50","{""source"":""llm-context"",""summary"":""forecast 200.0 + 0.0; price 5.40 + -0.20; quantity target 50.0; risk gate inventory_guard lifted price under volatility; low reputation fallback lifted price; final forecast=200, price=5.40, quantity=50"",""forecast_base"":200.0,""forecast_adjustment"":0.0,""price_base"":5.4,""price_adjustment"":-0.20000000000000018,""quantity_target"":50.0,""risk_gate_adjustment"":""inventory_guard lifted price under volatility; low reputation fallback lifted price"",""final_forecast"":200,""final_price"":5.4,""final_quantity"":50,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""SpotBroker\"",\""agent_role\"":\""spot\"",\""agent_persona\"":\""Fast-moving spot broker that hunts volatility and preserves light, flexible inventory.\"",\""stage_styles\"":{\""forecaster\"":\""volatility_reader\"",\""pricer\"":\""spread_hunter\"",\""allocator\"":\""inventory_light\"",\""risk_gate\"":\""inventory_guard\""},\""round_index\"":2,\""observed_demand\"":197,\""observed_demand_history\"":[184,195],\""price_history\"":[[4.6,6.2,5.0],[4.6,6.2,5.4]],\""reputation_history\"":[[0.0,0.0,0.0],[0.0,0.0,0.0]],\""peer_reputations\"":[[\""Hyperscaler\"",0.0],[\""""}",,,,200,2.0,4.0,198,197,181.2,24.134117409591216,0.0,-7.585040560200625,5.533333333333334,198.0,0.0,0.0,0.7468750000000001,0.7468750000000001,0.55,5.4,50,50.0,-3.6799999999999997,0.25810888431144,51.10555909366513,1.1055590936651285,0.0,1.1055590936651285,0.0,5.339850422402571,0.0,0,0,0.0,0.0,"{""training_burst"":89.10000000000001,""enterprise_sla"":69.3,""spot_workload"":39.6}","{""training_burst"":23.22591448674661,""enterprise_sla"":17.32698345019354,""spot_workload"":15.499849801022089}",0.0,4.947188644297119,51.10555909366513,0.0,0.0,16.092821526370923,0.0,0.0,0.0,0.0,0.0,0.0,275.9700191057917,190.0,0.0,0.0,0.0,0.0,0.0,80.63016868338917,274.01516868338916,1.0,0.0,0,0,0.81015625,0.81015625,0.55,0.0
7,3,Hyperscaler,hyperscaler,forecast=215;price=4.60;quantity=120,llm-context,"forecast 198.0 + 17.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=215, price=4.60, quantity=120","{""source"":""llm-context"",""summary"":""forecast 198.0 + 17.0; price 4.60 + 0.00; quantity target 120.0; risk gate none; final forecast=215, price=4.60, quantity=120"",""forecast_base"":198.0,""forecast_adjustment"":17.0,""price_base"":4.6,""price_adjustment"":0.0,""quantity_target"":120.0,""risk_gate_adjustment"":""none"",""final_forecast"":215,""final_price"":4.6,""final_quantity"":120,""fallback_used"":false,""llm_status"":""ok"",""llm_error"":"""",""llm_prompt_excerpt"":""{\""agent_name\"":\""Hyperscaler\"",\""agent_role\"":\""hyperscaler\"",\""agent_persona\"":\""Scale-dominant operator that values throughput, market share, and capacity continuity.\"",\""stage_styles\"":{\""forecaster\"":\""momentum_chaser\"",\""pricer\"":\""share_grabber\"",\""allocator\"":\""capacity_expander\"",\""risk_gate\"":\""growth_tolerant\""},\""round_index\"":3,\""observed_demand\"":204,\""observed_demand_history\"":[184,195,197],\""price_history\"":[[4.6,6.2,5.0],[4.6,6.2,5.4],[4.6,6.6,5.4]],\""reputation_history\"":[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]],\""p""}",,,,215,13.0,169.0,202,204,181.8,15.816042990667249,0.0,4.370153414813965,5.599999999999999,202.0,10.420639215945556,0.0,0.8523437500000001,0.41484375000000007,0.7375,4.6,120,130.42063921594556,-3.17,0.6026552870958126,121.73636799335415,0.0,8.684271222591406,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":90.9,""enterprise_sla"":70.69999999999999,""spot_workload"":40.400000000000006}","{""training_burst"":57.527006453529815,""enterprise_sla"":27.641372791906768,""spot_workload"":23.978822762359684}",12.58916598555788,0.0,121.73636799335415,0.0,0.0,27.68267137740104,0.0,0.0,0.0,0.0,7.381630539202694,1.3026406833887108,559.987292769429,468.0,0.7381630539202695,0.3256601708471777,0.0,0.0,0.0,90.92346954466157,412.6912776099656,1.0,0.0,1,0,0.8892578125,0.3111328125,0.7375,0.0
